409 C5.2.1   MRS <Xt>, CurrentEL Current Exception Level
3584 D13.2.103   MRS <Xt>, PAR_EL1 Physical Address Register
3584 D13.2.103   MSR PAR_EL1, <Xt> Physical Address Register
3591 D13.2.105   MRS <Xt>, RGSR_EL1 Random Allocation Tag Seed Register.
3591 D13.2.105   MSR RGSR_EL1, <Xt> Random Allocation Tag Seed Register.
3595 D13.2.107   MRS <Xt>, RMR_EL2 Reset Management Register (EL2)
3595 D13.2.107   MSR RMR_EL2, <Xt> Reset Management Register (EL2)
3604 D13.2.112   MRS <Xt>, RVBAR_EL2 Reset Vector Base Address Register (if EL3 not implemented)
3621 D13.2.116   MRS <Xt>, SCTLR_EL1 System Control Register (EL1)
3621 D13.2.116   MSR SCTLR_EL1, <Xt> System Control Register (EL1)
3621 D13.2.116   MRS <Xt>, SCTLR_EL12 System Control Register (EL1)
3621 D13.2.116   MSR SCTLR_EL12, <Xt> System Control Register (EL1)
3641 D13.2.117   MRS <Xt>, SCTLR_EL2 System Control Register (EL2)
3641 D13.2.117   MSR SCTLR_EL2, <Xt> System Control Register (EL2)
3674 D13.2.120   MRS <Xt>, SCXTNUM_EL1 EL1 Read/Write Software Context Number
3674 D13.2.120   MSR SCXTNUM_EL1, <Xt> EL1 Read/Write Software Context Number
3674 D13.2.120   MRS <Xt>, SCXTNUM_EL12 EL1 Read/Write Software Context Number
3674 D13.2.120   MSR SCXTNUM_EL12, <Xt> EL1 Read/Write Software Context Number
3678 D13.2.121   MRS <Xt>, SCXTNUM_EL2 EL2 Read/Write Software Context Number
3678 D13.2.121   MSR SCXTNUM_EL2, <Xt> EL2 Read/Write Software Context Number
3683 D13.2.123   MRS <Xt>, TCR_EL1 Translation Control Register (EL1)
3683 D13.2.123   MSR TCR_EL1, <Xt> Translation Control Register (EL1)
3683 D13.2.123   MRS <Xt>, TCR_EL12 Translation Control Register (EL1)
3683 D13.2.123   MSR TCR_EL12, <Xt> Translation Control Register (EL1)
3698 D13.2.124   MRS <Xt>, TCR_EL2 Translation Control Register (EL2)
3698 D13.2.124   MSR TCR_EL2, <Xt> Translation Control Register (EL2)
3728 D13.2.126   MRS <Xt>, TFSRE0_EL1 Tag Fault Status Register (EL0).
3728 D13.2.126   MSR TFSRE0_EL1, <Xt> Tag Fault Status Register (EL0).
3730 D13.2.127   MRS <Xt>, TFSR_EL1 Tag Fault Status Register (EL1)
3730 D13.2.127   MSR TFSR_EL1, <Xt> Tag Fault Status Register (EL1)
3730 D13.2.127   MRS <Xt>, TFSR_EL12 Tag Fault Status Register (EL1)
3730 D13.2.127   MSR TFSR_EL12, <Xt> Tag Fault Status Register (EL1)
3735 D13.2.128   MRS <Xt>, TFSR_EL2 Tag Fault Status Register (EL2)
3735 D13.2.128   MSR TFSR_EL2, <Xt> Tag Fault Status Register (EL2)
3743 D13.2.131   MRS <Xt>, TPIDR_EL1 EL1 Software Thread ID Register
3743 D13.2.131   MSR TPIDR_EL1, <Xt> EL1 Software Thread ID Register
3745 D13.2.132   MRS <Xt>, TPIDR_EL2 EL2 Software Thread ID Register
3745 D13.2.132   MSR TPIDR_EL2, <Xt> EL2 Software Thread ID Register
3749 D13.2.134   MSR TPIDRRO_EL0, <Xt> EL0 Read-Only Software Thread ID Register
3751 D13.2.135   MRS <Xt>, TTBR0_EL1 Translation Table Base Register 0 (EL1)
3751 D13.2.135   MSR TTBR0_EL1, <Xt> Translation Table Base Register 0 (EL1)
3751 D13.2.135   MRS <Xt>, TTBR0_EL12 Translation Table Base Register 0 (EL1)
3751 D13.2.135   MSR TTBR0_EL12, <Xt> Translation Table Base Register 0 (EL1)
3756 D13.2.136   MRS <Xt>, TTBR0_EL2 Translation Table Base Register 0 (EL2)
3756 D13.2.136   MSR TTBR0_EL2, <Xt> Translation Table Base Register 0 (EL2)
3764 D13.2.138   MRS <Xt>, TTBR1_EL1 Translation Table Base Register 1 (EL1)
3764 D13.2.138   MSR TTBR1_EL1, <Xt> Translation Table Base Register 1 (EL1)
3764 D13.2.138   MRS <Xt>, TTBR1_EL12 Translation Table Base Register 1 (EL1)
3764 D13.2.138   MSR TTBR1_EL12, <Xt> Translation Table Base Register 1 (EL1)
3769 D13.2.139   MRS <Xt>, TTBR1_EL2 Translation Table Base Register 1 (EL2)
3769 D13.2.139   MSR TTBR1_EL2, <Xt> Translation Table Base Register 1 (EL2)
3773 D13.2.140   MRS <Xt>, VBAR_EL1 Vector Base Address Register (EL1)
3773 D13.2.140   MSR VBAR_EL1, <Xt> Vector Base Address Register (EL1)
3773 D13.2.140   MRS <Xt>, VBAR_EL12 Vector Base Address Register (EL1)
3773 D13.2.140   MSR VBAR_EL12, <Xt> Vector Base Address Register (EL1)
3776 D13.2.141   MRS <Xt>, VBAR_EL2 Vector Base Address Register (EL2)
3776 D13.2.141   MSR VBAR_EL2, <Xt> Vector Base Address Register (EL2)
3781 D13.2.143   MRS <Xt>, VMPIDR_EL2 Virtualization Multiprocessor ID Register
3781 D13.2.143   MSR VMPIDR_EL2, <Xt> Virtualization Multiprocessor ID Register
3784 D13.2.144   MRS <Xt>, VNCR_EL2 Virtual Nested Control Register
3784 D13.2.144   MSR VNCR_EL2, <Xt> Virtual Nested Control Register
3786 D13.2.145   MRS <Xt>, VPIDR_EL2 Virtualization Processor ID Register
3786 D13.2.145   MSR VPIDR_EL2, <Xt> Virtualization Processor ID Register
3789 D13.2.146   MRS <Xt>, VSTCR_EL2 Virtualization Secure Translation Control Register
3789 D13.2.146   MSR VSTCR_EL2, <Xt> Virtualization Secure Translation Control Register
3794 D13.2.147   MRS <Xt>, VSTTBR_EL2 Virtualization Secure Translation Table Base Register
3794 D13.2.147   MSR VSTTBR_EL2, <Xt> Virtualization Secure Translation Table Base Register
3797 D13.2.148   MRS <Xt>, VTCR_EL2 Virtualization Translation Control Register
3797 D13.2.148   MSR VTCR_EL2, <Xt> Virtualization Translation Control Register
3806 D13.2.149   MRS <Xt>, VTTBR_EL2 Virtualization Translation Table Base Register
3806 D13.2.149   MSR VTTBR_EL2, <Xt> Virtualization Translation Table Base Register
3811 D13.3.1   MRS <Xt>, DBGAUTHSTATUS_EL1 Debug Authentication Status register
3814 D13.3.2   MRS <Xt>, DBGBCR<n>_EL1 Debug Breakpoint Control Registers, n = 0 - 15
3814 D13.3.2   MSR DBGBCR<n>_EL1, <Xt> Debug Breakpoint Control Registers, n = 0 - 15
3819 D13.3.3   MRS <Xt>, DBGBVR<n>_EL1 Debug Breakpoint Value Registers, n = 0 - 15
3819 D13.3.3   MSR DBGBVR<n>_EL1, <Xt> Debug Breakpoint Value Registers, n = 0 - 15
3825 D13.3.4   MRS <Xt>, DBGCLAIMCLR_EL1 Debug CLAIM Tag Clear register
3825 D13.3.4   MSR DBGCLAIMCLR_EL1, <Xt> Debug CLAIM Tag Clear register
3828 D13.3.5   MRS <Xt>, DBGCLAIMSET_EL1 Debug CLAIM Tag Set register
3828 D13.3.5   MSR DBGCLAIMSET_EL1, <Xt> Debug CLAIM Tag Set register
3838 D13.3.9   MRS <Xt>, DBGPRCR_EL1 Debug Power Control Register
3838 D13.3.9   MSR DBGPRCR_EL1, <Xt> Debug Power Control Register
3841 D13.3.10   MRS <Xt>, DBGVCR32_EL2 Debug Vector Catch Register
3841 D13.3.10   MSR DBGVCR32_EL2, <Xt> Debug Vector Catch Register
3846 D13.3.11   MRS <Xt>, DBGWCR<n>_EL1 Debug Watchpoint Control Registers, n = 0 - 15
3846 D13.3.11   MSR DBGWCR<n>_EL1, <Xt> Debug Watchpoint Control Registers, n = 0 - 15
3851 D13.3.12   MRS <Xt>, DBGWVR<n>_EL1 Debug Watchpoint Value Registers, n = 0 - 15
3851 D13.3.12   MSR DBGWVR<n>_EL1, <Xt> Debug Watchpoint Value Registers, n = 0 - 15
3863 D13.3.15   MRS <Xt>, MDCCINT_EL1 Monitor DCC Interrupt Enable Register
3863 D13.3.15   MSR MDCCINT_EL1, <Xt> Monitor DCC Interrupt Enable Register
3869 D13.3.17   MRS <Xt>, MDCR_EL2 Monitor Debug Configuration Register (EL2)
3869 D13.3.17   MSR MDCR_EL2, <Xt> Monitor Debug Configuration Register (EL2)
3892 D13.3.19   MRS <Xt>, MDRAR_EL1 Monitor Debug ROM Address Register
3895 D13.3.20   MRS <Xt>, MDSCR_EL1 Monitor Debug System Control Register
3895 D13.3.20   MSR MDSCR_EL1, <Xt> Monitor Debug System Control Register
3901 D13.3.21   MRS <Xt>, OSDLR_EL1 OS Double Lock Register
3901 D13.3.21   MSR OSDLR_EL1, <Xt> OS Double Lock Register
3904 D13.3.22   MRS <Xt>, OSDTRRX_EL1 OS Lock Data Transfer Register, Receive
3904 D13.3.22   MSR OSDTRRX_EL1, <Xt> OS Lock Data Transfer Register, Receive
3907 D13.3.23   MRS <Xt>, OSDTRTX_EL1 OS Lock Data Transfer Register, Transmit
3907 D13.3.23   MSR OSDTRTX_EL1, <Xt> OS Lock Data Transfer Register, Transmit
3910 D13.3.24   MRS <Xt>, OSECCR_EL1 OS Lock Exception Catch Control Register
3910 D13.3.24   MSR OSECCR_EL1, <Xt> OS Lock Exception Catch Control Register
3913 D13.3.25   MSR OSLAR_EL1, <Xt> OS Lock Access Register
3915 D13.3.26   MRS <Xt>, OSLSR_EL1 OS Lock Status Register
3917 D13.3.27   MRS <Xt>, SDER32_EL2 AArch32 Secure Debug Enable Register
3917 D13.3.27   MSR SDER32_EL2, <Xt> AArch32 Secure Debug Enable Register
3921 D13.3.29   MRS <Xt>, TRFCR_EL1 Trace Filter Control Register (EL1)
3921 D13.3.29   MSR TRFCR_EL1, <Xt> Trace Filter Control Register (EL1)
3921 D13.3.29   MRS <Xt>, TRFCR_EL12 Trace Filter Control Register (EL1)
3921 D13.3.29   MSR TRFCR_EL12, <Xt> Trace Filter Control Register (EL1)
3925 D13.3.30   MRS <Xt>, TRFCR_EL2 Trace Filter Control Register (EL2)
3925 D13.3.30   MSR TRFCR_EL2, <Xt> Trace Filter Control Register (EL2)
3968 D13.4.10   MRS <Xt>, PMINTENCLR_EL1 Performance M onitors Interrupt Enable Clear register
3968 D13.4.10   MSR PMINTENCLR_EL1, <Xt> Performance M onitors Interrupt Enable Clear register
3971 D13.4.11   MRS <Xt>, PMINTENSET_EL1 Performance Monitors Interrupt Enable Set register
3971 D13.4.11   MSR PMINTENSET_EL1, <Xt> Performance Monitors Interrupt Enable Set register
3974 D13.4.12   MRS <Xt>, PMMIR_EL1 Performance Monitors Machine Identification Register
3989 D13.4.17   MSR PMUSERENR_EL0, <Xt> Performance Monitors User Enable Register
4030 D13.5.11   MRS <Xt>, AMEVCNTVOFF0<n>_EL2 Activity Monitors Event Counter Virtual Offset Registers 0, n = 0 - 15
4030 D13.5.11   MSR AMEVCNTVOFF0<n>_EL2, <Xt> Activity Monitors Event Counter Virtual Offset Registers 0, n = 0 - 15
4032 D13.5.12   MRS <Xt>, AMEVCNTVOFF1<n>_EL2 Activity Monitors Event Counter Virtual Offset Registers 1, n = 0 - 15
4032 D13.5.12   MSR AMEVCNTVOFF1<n>_EL2, <Xt> Activity Monitors Event Counter Virtual Offset Registers 1, n = 0 - 15
4039 D13.5.15   MSR AMUSERENR_EL0, <Xt> Activity Monitors User Enable Register
4043 D13.6.1   MRS <Xt>, PMBIDR_EL1 Profiling Buffer ID Register
4045 D13.6.2   MRS <Xt>, PMBLIMITR_EL1 Profiling Buffer Limit Address Register
4045 D13.6.2   MSR PMBLIMITR_EL1, <Xt> Profiling Buffer Limit Address Register
4048 D13.6.3   MRS <Xt>, PMBPTR_EL1 Profiling Buffer Write Pointer Register
4048 D13.6.3   MSR PMBPTR_EL1, <Xt> Profiling Buffer Write Pointer Register
4050 D13.6.4   MRS <Xt>, PMBSR_EL1 Profiling Buffer Status/syndrome Register
4050 D13.6.4   MSR PMBSR_EL1, <Xt> Profiling Buffer Status/syndrome Register
4056 D13.6.5   MRS <Xt>, PMSCR_EL1 Statistical Profiling Control Register (EL1)
4056 D13.6.5   MSR PMSCR_EL1, <Xt> Statistical Profiling Control Register (EL1)
4056 D13.6.5   MRS <Xt>, PMSCR_EL12 Statistical Profiling Control Register (EL1)
4056 D13.6.5   MSR PMSCR_EL12, <Xt> Statistical Profiling Control Register (EL1)
4061 D13.6.6   MRS <Xt>, PMSCR_EL2 Statistical Profiling Control Register (EL2)
4061 D13.6.6   MSR PMSCR_EL2, <Xt> Statistical Profiling Control Register (EL2)
4066 D13.6.7   MRS <Xt>, PMSEVFR_EL1 Sampling Event Filter Register
4066 D13.6.7   MSR PMSEVFR_EL1, <Xt> Sampling Event Filter Register
4071 D13.6.8   MRS <Xt>, PMSFCR_EL1 Sampling Filter Control Register
4071 D13.6.8   MSR PMSFCR_EL1, <Xt> Sampling Filter Control Register
4075 D13.6.9   MRS <Xt>, PMSICR_EL1 Sampling Interval Counter Register
4075 D13.6.9   MSR PMSICR_EL1, <Xt> Sampling Interval Counter Register
4078 D13.6.10   MRS <Xt>, PMSIDR_EL1 Sampling Profiling ID Register
4081 D13.6.11   MRS <Xt>, PMSIRR_EL1 Sampling Interval Reload Register
4081 D13.6.11   MSR PMSIRR_EL1, <Xt> Sampling Interval Reload Register
4084 D13.6.12   MRS <Xt>, PMSLATFR_EL1 Sampling Latency Filter Register
4084 D13.6.12   MSR PMSLATFR_EL1, <Xt> Sampling Latency Filter Register
4086 D13.6.13   MRS <Xt>, PMSNEVFR_EL1 Sampling Inverted Event Filter Register
4086 D13.6.13   MSR PMSNEVFR_EL1, <Xt> Sampling Inverted Event Filter Register
4092 D13.7.1   MRS <Xt>, DISR_EL1 Deferred Interrupt Status Register
4092 D13.7.1   MSR DISR_EL1, <Xt> Deferred Interrupt Status Register
4095 D13.7.2   MRS <Xt>, ERRIDR_EL1 Error Record ID Register
4097 D13.7.3   MRS <Xt>, ERRSELR_EL1 Error Record Select Register
4097 D13.7.3   MSR ERRSELR_EL1, <Xt> Error Record Select Register
4100 D13.7.4   MRS <Xt>, ERXADDR_EL1 Selected Error Record Address Register
4100 D13.7.4   MSR ERXADDR_EL1, <Xt> Selected Error Record Address Register
4103 D13.7.5   MRS <Xt>, ERXCTLR_EL1 Selected Error Record Control Register
4103 D13.7.5   MSR ERXCTLR_EL1, <Xt> Selected Error Record Control Register
4106 D13.7.6   MRS <Xt>, ERXFR_EL1 Selected Error Record Feature Register
4108 D13.7.7   MRS <Xt>, ERXMISC0_EL1 Selected Error Record Miscellaneous Register 0
4108 D13.7.7   MSR ERXMISC0_EL1, <Xt> Selected Error Record Miscellaneous Register 0
4111 D13.7.8   MRS <Xt>, ERXMISC1_EL1 Selected Error Record Miscellaneous Register 1
4111 D13.7.8   MSR ERXMISC1_EL1, <Xt> Selected Error Record Miscellaneous Register 1
4114 D13.7.9   MRS <Xt>, ERXMISC2_EL1 Selected Error Record Miscellaneous Register 2
4114 D13.7.9   MSR ERXMISC2_EL1, <Xt> Selected Error Record Miscellaneous Register 2
4117 D13.7.10   MRS <Xt>, ERXMISC3_EL1 Selected Error Record Miscellaneous Register 3
4117 D13.7.10   MSR ERXMISC3_EL1, <Xt> Selected Error Record Miscellaneous Register 3
4120 D13.7.11   MRS <Xt>, ERXPFGCDN_EL1 Selected Pseudo-fault Generation Countdown register
4120 D13.7.11   MSR ERXPFGCDN_EL1, <Xt> Selected Pseudo-fault Generation Countdown register
4123 D13.7.12   MRS <Xt>, ERXPFGCTL_EL1 Selected Pseudo-fault Generation Control register
4123 D13.7.12   MSR ERXPFGCTL_EL1, <Xt> Selected Pseudo-fault Generation Control register
4126 D13.7.13   MRS <Xt>, ERXPFGF_EL1 Selected Pseudo-fault Generation Feature register
4128 D13.7.14   MRS <Xt>, ERXSTATUS_EL1 Selected Error Record Primary Status Register
4128 D13.7.14   MSR ERXSTATUS_EL1, <Xt> Selected Error Record Primary Status Register
4131 D13.7.15   MRS <Xt>, VDISR_EL2 Virtual Deferred Interrupt Status Register
4131 D13.7.15   MSR VDISR_EL2, <Xt> Virtual Deferred Interrupt Status Register
4136 D13.7.16   MRS <Xt>, VSESR_EL2 Virtual SError Exception Syndrome Register
4136 D13.7.16   MSR VSESR_EL2, <Xt> Virtual SError Exception Syndrome Register
4140 D13.8.1   MSR CNTFRQ_EL0, <Xt> Counter-timer Frequency register
4142 D13.8.2   MRS <Xt>, CNTHCTL_EL2 Counter-timer Hypervisor Control register
4142 D13.8.2   MSR CNTHCTL_EL2, <Xt> Counter-timer Hypervisor Control register
4153 D13.8.3   MRS <Xt>, CNTHP_CTL_EL2 Counter-timer Hypervisor Physical Timer Control register
4153 D13.8.3   MSR CNTHP_CTL_EL2, <Xt> Counter-timer Hypervisor Physical Timer Control register
4157 D13.8.4   MRS <Xt>, CNTHP_CVAL_EL2 Counter-timer Physical Timer CompareValue register (EL2)
4157 D13.8.4   MSR CNTHP_CVAL_EL2, <Xt> Counter-timer Physical Timer CompareValue register (EL2)
4161 D13.8.5   MRS <Xt>, CNTHP_TVAL_EL2 Counter-timer Ph ysical Timer TimerValue register (EL2)
4161 D13.8.5   MSR CNTHP_TVAL_EL2, <Xt> Counter-timer Ph ysical Timer TimerValue register (EL2)
4164 D13.8.6   MRS <Xt>, CNTHPS_CTL_EL2 Counter-timer Secure Physical Timer Control register (EL2)
4164 D13.8.6   MSR CNTHPS_CTL_EL2, <Xt> Counter-timer Secure Physical Timer Control register (EL2)
4168 D13.8.7   MRS <Xt>, CNTHPS_CVAL_EL2 Counter-timer Secure Physical Timer CompareValue register (EL2)
4168 D13.8.7   MSR CNTHPS_CVAL_EL2, <Xt> Counter-timer Secure Physical Timer CompareValue register (EL2)
4172 D13.8.8   MRS <Xt>, CNTHPS_TVAL_EL2 Counter-timer Secure  Physical Timer TimerValue register (EL2)
4172 D13.8.8   MSR CNTHPS_TVAL_EL2, <Xt> Counter-timer Secure  Physical Timer TimerValue register (EL2)
4176 D13.8.9   MRS <Xt>, CNTHV_CTL_EL2 Counter-timer Virtual Timer Control register (EL2)
4176 D13.8.9   MSR CNTHV_CTL_EL2, <Xt> Counter-timer Virtual Timer Control register (EL2)
4180 D13.8.10   MRS <Xt>, CNTHV_CVAL_EL2 Counter-timer Vi rtual Timer CompareValue register (EL2)
4180 D13.8.10   MSR CNTHV_CVAL_EL2, <Xt> Counter-timer Vi rtual Timer CompareValue register (EL2)
4183 D13.8.11   MRS <Xt>, CNTHV_TVAL_EL2 Counter-timer Virtual Timer TimerValue Register (EL2)
4183 D13.8.11   MSR CNTHV_TVAL_EL2, <Xt> Counter-timer Virtual Timer TimerValue Register (EL2)
4186 D13.8.12   MRS <Xt>, CNTHVS_CTL_EL2 Counter-timer Secure Virtual Timer Control register (EL2)
4186 D13.8.12   MSR CNTHVS_CTL_EL2, <Xt> Counter-timer Secure Virtual Timer Control register (EL2)
4190 D13.8.13   MRS <Xt>, CNTHVS_CVAL_EL2 Counter-timer Secure Virtual Timer CompareValue register (EL2)
4190 D13.8.13   MSR CNTHVS_CVAL_EL2, <Xt> Counter-timer Secure Virtual Timer CompareValue register (EL2)
4193 D13.8.14   MRS <Xt>, CNTHVS_TVAL_EL2 Counter-timer Secu re Virtual Timer TimerValue register (EL2)
4193 D13.8.14   MSR CNTHVS_TVAL_EL2, <Xt> Counter-timer Secu re Virtual Timer TimerValue register (EL2)
4197 D13.8.15   MRS <Xt>, CNTKCTL_EL1 Counter-timer Kernel Control register
4197 D13.8.15   MSR CNTKCTL_EL1, <Xt> Counter-timer Kernel Control register
4197 D13.8.15   MRS <Xt>, CNTKCTL_EL12 Counter-timer Kernel Control register
4197 D13.8.15   MSR CNTKCTL_EL12, <Xt> Counter-timer Kernel Control register
4202 D13.8.16   MRS <Xt>, CNTP_CTL_EL02 Counter-timer Physical Timer Control register
4202 D13.8.16   MSR CNTP_CTL_EL02, <Xt> Counter-timer Physical Timer Control register
4206 D13.8.17   MRS <Xt>, CNTP_CVAL_EL02 Counter-timer Physical Timer CompareValue register
4206 D13.8.17   MSR CNTP_CVAL_EL02, <Xt> Counter-timer Physical Timer CompareValue register
4210 D13.8.18   MRS <Xt>, CNTP_TVAL_EL02 Counter-timer Physical Timer TimerValue register
4210 D13.8.18   MSR CNTP_TVAL_EL02, <Xt> Counter-timer Physical Timer TimerValue register
4221 D13.8.22   MRS <Xt>, CNTPOFF_EL2 Counter-timer Physical Offset register
4221 D13.8.22   MSR CNTPOFF_EL2, <Xt> Counter-timer Physical Offset register
4227 D13.8.25   MRS <Xt>, CNTV_CTL_EL02 Counter-timer Virtual Timer Control register
4227 D13.8.25   MSR CNTV_CTL_EL02, <Xt> Counter-timer Virtual Timer Control register
4231 D13.8.26   MRS <Xt>, CNTV_CVAL_EL02 Counter-timer Virtual Timer CompareValue register
4231 D13.8.26   MSR CNTV_CVAL_EL02, <Xt> Counter-timer Virtual Timer CompareValue register
4235 D13.8.27   MRS <Xt>, CNTV_TVAL_EL02 Counter-timer Virtual Timer TimerValue register
4235 D13.8.27   MSR CNTV_TVAL_EL02, <Xt> Counter-timer Virtual Timer TimerValue register
4243 D13.8.30   MRS <Xt>, CNTVOFF_EL2 Counter-timer Virtual Offset register
4243 D13.8.30   MSR CNTVOFF_EL2, <Xt> Counter-timer Virtual Offset register
